Country Code,Country name,Year,CO2_Totales,CO2_Percap,CO2_PIB,PIB,Exportaciones,Importaciones,Indice_Apertura
MEX,Mexico,1997,12.798281562291214,3.78866764712924,354.52927534302904,26.71842387828984,23.25557214692713,23.23630342464638,46.49187557157351
MEX,Mexico,1998,12.827099292671017,3.83670186242577,347.828352680543,26.76640876193628,23.22174939516405,24.81013474485384,48.031884140017894
MEX,Mexico,1999,12.850067089074095,3.86559759359334,342.638392853233,26.899553880109057,23.416859249037376,24.595390327073133,48.012249576110506
MEX,Mexico,2000,12.855847229986903,3.83176643354514,323.281623664693,27.088750269465912,24.2311734715837,25.679235722779236,49.910409194362934
MEX,Mexico,2001,12.883102585854818,3.88440298206023,332.736296722465,27.156354852922593,21.541210202139254,23.198898804162262,44.740109006301516
MEX,Mexico,2002,12.875903063396557,3.80751609067208,327.64080102833,27.198814995717825,21.85176192084599,23.358067333030455,45.20982925387645
MEX,Mexico,2003,12.904377042260325,3.86966577313406,332.608824698679,27.27480987150311,23.655593509055265,25.04482337178276,48.70041688083802
MEX,Mexico,2004,12.91339277861947,3.85743585319258,322.546855590316,27.356291427576846,25.10335600800549,26.937264025557674,52.040620033563165
MEX,Mexico,2005,12.977720567852721,4.06320809097673,333.293972633335,27.467263142201798,25.487073828511402,27.075570823277182,52.56264465178859
MEX,Mexico,2006,12.998280871684859,4.09563146688413,323.554006079752,27.582121197810483,26.554748170575927,27.927367918041018,54.48211608861695
MEX,Mexico,2007,13.016692204608681,4.1188163754923,319.16081322579697,27.666320228973497,26.781061327925737,28.477463066524088,55.25852439444982
MEX,Mexico,2008,13.072823464943875,4.30123665474621,332.596669105463,27.72284918109066,27.020061234520227,29.345220651737115,56.36528188625734
MEX,Mexico,2009,12.723626597743122,1.9032689642236051,232.3452406152835,27.506349556518906,26.5132697232887,28.07847240806155,54.59174213135025
MEX,Mexico,2010,14.45055307433647,3.397781177878485,735.2016378219786,27.66991631033959,29.01746011549926,30.255924413885875,59.27338452938514
RUS,Russian Federation,1990,13.568315694398292,1.519706323783495,429.384980920676,26.9709493793894,18.162061471592672,17.94473765911208,36.10679913070475
RUS,Russian Federation,1991,13.568315694398292,1.519706323783495,429.384980920676,26.95646335429227,13.271362173757598,12.985341437254199,26.256703611011798
RUS,Russian Federation,1992,14.613342265152937,14.9353384043204,1461.5250681111002,26.854938780505773,62.3224618621778,48.254602840610204,110.57706470278801
RUS,Russian Federation,1993,14.523560734165764,13.6683894290331,1462.83130810234,26.798750073405515,38.20459448428663,30.493848755174625,68.69844323946126
RUS,Russian Federation,1994,14.376838222088894,11.8177539437493,1444.8134597007202,26.70237070654365,27.75837904216128,23.19533360622186,50.95371264838314
RUS,Russian Federation,1995,14.34163722384303,11.4240116105602,1455.13316998896,26.70348865355911,29.2890113495619,25.89389411616383,55.182905465725725
RUS,Russian Federation,1996,14.32771006332259,11.2966653557964,1488.59726858274,26.693816690181258,26.07298813029083,21.84951268912815,47.922500819418985
RUS,Russian Federation,1997,14.271056227162806,10.7059800616412,1387.18637454333,26.726971490413348,24.729841529228853,22.527079880845964,47.25692141007482
RUS,Russian Federation,1998,14.228460722348018,10.2878148183446,1403.7373082398099,26.32521164267545,31.221205473179996,24.551047811796593,55.772253284976586
RUS,Russian Federation,1999,14.243552740375048,10.4863733468208,1339.36391747629,26.000899603365298,43.21996851282444,26.17331298598751,69.39328149881194
RUS,Russian Federation,2000,14.255989600820596,10.6180407100333,1232.84128522719,26.28282567078012,44.060441305514615,24.033465731840863,68.09390703735548
RUS,Russian Federation,2001,14.250149100218103,10.5817688372502,1166.27530638743,26.448818524742432,36.893493596033736,24.217365068386915,61.11085866442065
RUS,Russian Federation,2002,14.245470144564,10.5794815933372,1108.25895600019,26.56713031490809,35.212594063062646,24.43285166889802,59.64544573196066
RUS,Russian Federation,2003,14.276093962769357,10.961303425702,1065.02073384458,26.787859487903358,35.24998177578062,23.878287231820806,59.128269007601425
RUS,Russian Federation,2004,14.287364377052699,11.1433283888302,1004.9753347999899,27.10511009548154,34.41789105545975,22.163961342945797,56.581852398405545
RUS,Russian Federation,2005,14.295268872069313,11.2866494376528,952.234390491973,27.361834805641788,35.20306596511812,21.510182525424074,56.7132484905422
RUS,Russian Federation,2006,14.328096692122024,11.7165153333333,909.8305138786579,27.620900618299306,33.730475443976204,21.0029264232898,54.733401867266004
RUS,Russian Federation,2007,14.326881383480776,11.7352257846587,837.2642825425099,27.893159020028065,30.164060484536996,21.54206226092363,51.706122745460625
RUS,Russian Federation,2008,14.351216084878226,12.0370082282494,815.11208328649,28.13834846042026,31.309560333568875,22.072905707321958,53.38246604089083
RUS,Russian Federation,2009,14.332839383897914,1.4811152551367899,541.7866880944975,27.83150290113063,27.938101204152066,20.496959823666003,48.435061027818065
RUS,Russian Federation,2010,14.524189156197107,2.41303462509424,569.6749893203105,28.022941111155788,29.215560784975786,21.139944702283117,50.3555054872589
USA,United States,1990,15.400527943019464,19.5469816723619,612.256252574382,29.380360091494847,9.254732067513379,10.560335286218143,19.81506735373152
USA,United States,1991,15.398653373125,19.2513984923769,612.716458401764,29.411163365816414,9.660905122318809,10.125543001778626,19.786448124097433
USA,United States,1992,15.399837047884368,19.0087333751764,593.2386251817239,29.465488799644973,9.708914905648138,10.24167959674415,19.95059450239229
USA,United States,1993,15.457896679774327,19.8811362847656,611.14613865963,29.515496493656343,9.54718039168286,10.497438310292294,20.044618701975153
USA,United States,1994,15.469381821808419,19.865678374619,593.7746625753309,29.575973663773,9.893147415563321,11.162311746181954,21.055459161745276
USA,United States,1995,15.471444284367681,19.6710523175028,580.210736741517,29.62414195114186,10.639223880260989,11.814157768795807,22.453381649056794
USA,United States,1996,15.491393684453664,19.8353046578617,570.3152882674531,29.678855884705786,10.746635564283558,11.94043642595764,22.6870719902412
USA,United States,1997,15.52050687611937,20.1768720847072,561.845399196773,29.742021884849454,11.119757711757387,12.308570090860423,23.428327802617808
USA,United States,1998,15.510956915436516,19.7534843032909,533.047459837843,29.799045715526898,10.515262528196255,12.310631451567431,22.825893979763684
USA,United States,1999,15.52536363031733,19.8113144352064,515.671126628314,29.861143037188878,10.309337222925725,13.004232506698044,23.31356972962377
USA,United States,2000,15.522510551858748,19.5356003253335,493.602032110643,29.9234346536011,10.69277272979134,14.410212827062304,25.102985556853646
USA,United States,2001,15.500042760794585,18.9065916087301,477.415804573246,29.956726854913306,9.703448208733965,13.263734806763491,22.967183015497454
USA,United States,2002,15.508888123169998,18.8941651332157,473.014004819854,29.990950161104795,9.13138565379718,13.154998559809272,22.286384213606453
USA,United States,2003,15.515109851860476,18.8469320246895,464.34548997875504,30.036992777628406,9.035652405413543,13.591644881267758,22.6272972866813
USA,United States,2004,15.531791841801985,18.9860969062878,455.817515076971,30.100162477388142,9.62874787307988,14.819308784110527,24.448056657190406
USA,United States,2005,15.537447875519023,18.9190234959578,444.792638616183,30.1631055195397,9.982056410375579,15.656500933301338,25.638557343676915
USA,United States,2006,15.522941526433263,18.469206012867,426.969103016844,30.221503258265187,10.641389509223027,16.333896296667323,26.97528580589035
USA,United States,2007,15.534974750369674,18.507649820943,423.906692690724,30.269721238895965,11.463789295014559,16.548226268095263,28.01201556310982
USA,United States,2008,15.513144997886297,17.9417289330595,414.83825397755396,30.29106384647675,12.425843924608097,17.441943601097964,29.867787525706063
USA,United States,2009,15.524119440206956,18.22468937700125,419.372473334139,30.273209253730887,10.932219059353711,13.827308576483311,24.759527635837024
USA,United States,2010,15.524119440206956,18.22468937700125,419.372473334139,30.310836438015976,12.341355432208621,15.878527508625009,28.219882940833628
VEN,"Venezuela, RB",1990,11.713106897126242,6.18543989873418,646.069312076592,24.57399855223199,38.175316473190215,19.531900909987932,57.70721738317815
VEN,"Venezuela, RB",1991,11.656513357316756,5.71574129821261,556.3856431812541,24.669388059639598,30.34018196591135,25.379457789518455,55.7196397554298
VEN,"Venezuela, RB",1992,11.570001435411813,5.12481843264437,481.117001443631,24.791785770051877,25.501489416754225,27.974649780720384,53.47613919747461
VEN,"Venezuela, RB",1993,11.730898102121662,5.88775645092562,563.550561917222,24.785561531910346,26.08726814539973,26.302917378618577,52.39018552401831
VEN,"Venezuela, RB",1994,11.774885640112316,6.02082560348422,603.0620447425899,24.758035613654833,29.866076430530715,21.578737574309766,51.44481400484048
VEN,"Venezuela, RB",1995,11.79988311008788,6.04440312117225,594.821720283126,25.03926941154901,26.231262356888795,21.111080584488057,47.342342941376856
VEN,"Venezuela, RB",1996,11.717928059648562,5.4551962047818,549.103535937472,24.94656910723713,35.33430587367579,20.638121914626296,55.972427788302085
VEN,"Venezuela, RB",1997,11.80531775690076,5.83487277320441,563.357578702571,25.17572048022392,29.259010606999936,21.986025799539956,51.245036406539896
VEN,"Venezuela, RB",1998,12.02767264736396,7.14652300004271,701.5787910963301,25.23783868816877,20.920486481036008,22.678906452400636,43.59939293343665
VEN,"Venezuela, RB",1999,12.058828756316366,7.23244190723593,769.738231739852,25.307969366873873,22.91170890022007,19.158521584103696,42.070230484323766
VEN,"Venezuela, RB",2000,11.934363576061726,6.26939196248612,655.48754137052,25.486700639469795,29.744219659782758,18.113001893198042,47.8572215529808
VEN,"Venezuela, RB",2001,12.058297525228982,6.96648560468403,717.6157186633479,25.53471605787817,22.735631565164844,19.40563645219714,42.14126801736198
VEN,"Venezuela, RB",2002,12.171801547994624,7.66304127676447,881.975150206898,25.254677387960495,30.433570549214473,18.142140100192353,48.57571064940683
VEN,"Venezuela, RB",2003,12.165787637015457,7.48239966503077,950.3927574890671,25.14957476940751,33.853389408439604,16.723617969754454,50.577007378194054
VEN,"Venezuela, RB",2004,12.033376396478069,6.44079419757339,703.820761618464,25.44578696901347,36.19835356721039,19.169102035111564,55.367455602321954
